0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,1
1,0.17834,0.24759,0.24759,0.24483,0.37679,0.050093,0.015,0.17834,0.24759,0.24759,0.24485,0.38489,0.050036,0.015,0.00075644,0.0022264,1,0.17816,0.24734,0.24734,0.2447,0.48877,0.21928,0.015296,0.17816,0.24734,0.24734,0.2447,0.44659,0.050065,0.015,0.017928,0.0028733,1,0.17823,0.24745,0.24745,0.24472,0.48886,0.22683,0.015021,0.17823,0.24745,0.24745,0.24472,0.48886,0.25101,0.015312,0.00079751,0.0028979,1,0.17827,0.24746,0.24746,0.24474,0.48887,0.28117,0.018514,0.17827,0.24746,0.24746,0.24474,0.48887,0.32551,0.03785,0.0076094,0.11397,1,0.17826,0.24746,0.24746,0.2446,0.48867,0.30043,0.027219,0.17826,0.24746,0.24746,0.2446,0.48867,0.308,0.027148,0.29814,0.3102,1,0.17823,0.24745,0.24745,0.24472,0.48889,0.28544,0.020052,0.17823,0.24745,0.24745,0.24472,0.48886,0.25433,0.017338,0,0.00011339,1,0.1782,0.24736,0.24736,0.24471,0.48878,0.196,0.015005,0.1782,0.24736,0.24736,0.24471,0.48879,0.20203,0.015,0.0091515,1.0578e-05,1,0.17823,0.24745,0.24745,0.24463,0.48868,0.27102,0.015448,0.17823,0.24745,0.24745,0.24463,0.48868,0.19686,0.015,0.006272,0.00047117,1,0.17822,0.24742,0.24742,0.24475,0.48898,0.20274,0.015,0.17822,0.24742,0.24742,0.24475,0.48898,0.29607,0.015114,6.7215e-07,0,1,0.17829,0.24752,0.24752,0.2448,0.48906,0.31548,0.020148,0.17829,0.24752,0.24752,0.2448,0.48906,0.32857,0.048296,0.083989,0.21542,1,0.17825,0.24747,0.24747,0.2446,0.48866,0.21585,0.015026,0.17825,0.24747,0.24747,0.2446,0.48866,0.28113,0.019343,0.00024812,0.043156,1,0.17833,0.24758,0.24758,0.24366,0.37817,0.057409,0.015,0.17833,0.24758,0.24758,0.24471,0.37532,0.052144,0.015,0.16226,0.32942
2,0.17834,0.24052,0.24711,0.18555,0.31726,0.05,0.015,0.17834,0.23929,0.24757,0.18555,0.32536,0.05,0.015,5.7801e-05,0.002692,2,0.17816,0.24732,0.24733,0.24434,0.48646,0.11934,0.015,0.17816,0.24734,0.24734,0.18746,0.38711,0.05,0.015,0.0028026,0.0041883,2,0.17823,0.24745,0.24745,0.24472,0.48861,0.13408,0.015,0.17823,0.24745,0.24745,0.24472,0.48881,0.15254,0.015,7.4977e-06,0.00017826,2,0.17827,0.24746,0.24746,0.24474,0.48882,0.18959,0.015012,0.17827,0.24746,0.24746,0.24474,0.48887,0.26847,0.015823,4.3963e-06,0.008661,2,0.17826,0.24746,0.24746,0.2446,0.48867,0.32154,0.025846,0.17826,0.24746,0.24746,0.2446,0.48867,0.29491,0.026631,0.16361,0.23606,2,0.17823,0.24745,0.24745,0.24472,0.48883,0.20313,0.015107,0.17823,0.24745,0.24745,0.24449,0.48764,0.16062,0.015028,3.4877e-07,0.0038119,2,0.1782,0.24736,0.24736,0.24458,0.48692,0.10428,0.015,0.1782,0.24736,0.24736,0.24471,0.48868,0.10916,0.015,0,4.3381e-05,2,0.17823,0.24745,0.24745,0.24463,0.48866,0.16574,0.015,0.17823,0.24745,0.24745,0.24463,0.48868,0.10312,0.015,5.0452e-07,0.00060322,2,0.17822,0.24742,0.24742,0.24475,0.48893,0.11545,0.015,0.17822,0.24742,0.24742,0.24475,0.48898,0.19652,0.015,0,0,2,0.17829,0.24752,0.24752,0.2448,0.48906,0.20837,0.015,0.17829,0.24752,0.24752,0.2448,0.48906,0.31965,0.032774,0.0090315,0.13133,2,0.17825,0.24747,0.24747,0.24459,0.48819,0.1229,0.015,0.17825,0.24747,0.24747,0.2446,0.48859,0.19758,0.015071,6.6257e-06,0.0021549,2,0.17833,0.24758,0.24758,0.24378,0.35372,0.05206,0.015,0.17833,0.24758,0.24758,0.24445,0.36797,0.050623,0.015,0.077214,0.20183
3,0.17834,0.24759,0.24759,0.16832,0.26638,0.05,0.015,0.17834,0.24759,0.24759,0.17783,0.26584,0.05,0.015,9.8943e-05,0.0023783,3,0.17816,0.24734,0.24734,0.24125,0.47125,0.077378,0.015,0.17816,0.24734,0.24734,0.19817,0.32764,0.05,0.015,0.00044437,0.0029847,3,0.17823,0.24745,0.24745,0.24472,0.4859,0.098602,0.015,0.17823,0.24745,0.24745,0.24463,0.48683,0.10424,0.015,1.6561e-05,0.00013731,3,0.17827,0.24746,0.24746,0.24471,0.48788,0.12819,0.015,0.17827,0.24746,0.24746,0.24474,0.48885,0.19578,0.015004,0,0.00071883,3,0.17826,0.24746,0.24746,0.2446,0.48867,0.28835,0.017532,0.17826,0.24746,0.24746,0.2446,0.48867,0.27026,0.016243,0.051656,0.081689,3,0.17823,0.24745,0.24745,0.24469,0.48812,0.16016,0.01501,0.17823,0.24745,0.24745,0.24361,0.48138,0.11535,0.015003,0,0.00045013,3,0.1782,0.24736,0.24736,0.2438,0.47313,0.070097,0.015,0.1782,0.24736,0.24736,0.24462,0.48266,0.069645,0.015,0,8.3912e-05,3,0.17823,0.24745,0.24745,0.24463,0.48836,0.11592,0.015,0.17823,0.24745,0.24745,0.24463,0.48677,0.054369,0.015,4.8124e-07,0.00069125,3,0.17822,0.24742,0.24742,0.2447,0.48496,0.074421,0.015,0.17822,0.24742,0.24742,0.24475,0.48898,0.13415,0.015,0,0,3,0.17829,0.24752,0.24752,0.2448,0.48906,0.14627,0.015,0.17829,0.24752,0.24752,0.2448,0.48906,0.27754,0.017173,0.0056861,0.039746,3,0.17825,0.24747,0.24747,0.24396,0.48002,0.078813,0.015,0.17825,0.24747,0.24747,0.24455,0.48747,0.13616,0.015,0,0.00064603,3,0.17833,0.24758,0.24758,0.24383,0.324,0.050956,0.015,0.17833,0.24758,0.24758,0.24417,0.34794,0.050399,0.015,0.03991,0.14363
4,0.17834,0.24759,0.24759,0.12078,0.28464,0.05,0.015,0.17834,0.24759,0.24759,0.20782,0.20639,0.05,0.015,0,0.0019963,4,0.17816,0.24734,0.24734,0.24425,0.44643,0.059825,0.015,0.17816,0.24734,0.24734,0.20887,0.26819,0.05,0.015,4.135e-05,0.0042687,4,0.17823,0.24745,0.24745,0.24472,0.47575,0.074044,0.015,0.17823,0.24745,0.24745,0.24463,0.4756,0.074044,0.015,0,0.00020443,4,0.17827,0.24746,0.24746,0.24434,0.48089,0.08946,0.015,0.17827,0.24746,0.24746,0.24473,0.48843,0.14637,0.015,0,0.00046741,4,0.17826,0.24746,0.24746,0.2446,0.48867,0.24332,0.015212,0.17826,0.24746,0.24746,0.2446,0.48863,0.21682,0.015001,0.017434,0.041529,4,0.17823,0.24745,0.24745,0.24472,0.48575,0.1305,0.015002,0.17823,0.24745,0.24745,0.24455,0.46899,0.085193,0.015,0,1.5677e-05,4,0.1782,0.24736,0.24736,0.24469,0.46319,0.063438,0.015,0.1782,0.24736,0.24736,0.24471,0.46498,0.05596,0.015,0,0.00020384,4,0.17823,0.24745,0.24745,0.24463,0.48538,0.086586,0.015,0.17823,0.24745,0.24745,0.24463,0.44485,0.05,0.015,0,0.00079235,4,0.17822,0.24742,0.24742,0.24475,0.47087,0.058484,0.015,0.17822,0.24742,0.24742,0.24475,0.48881,0.090591,0.015,0.00017935,0,4,0.17829,0.24752,0.24752,0.2448,0.48894,0.1091,0.015,0.17829,0.24752,0.24752,0.2448,0.48905,0.23217,0.01524,0.00082655,0.015047,4,0.17825,0.24747,0.24747,0.24438,0.45892,0.060932,0.015,0.17825,0.24747,0.24747,0.2446,0.48539,0.11865,0.015,0,0.0010294,4,0.17833,0.24758,0.24758,0.24393,0.28789,0.050225,0.015,0.17833,0.24758,0.24758,0.2439,0.31509,0.050268,0.015,0.026887,0.11793
5,0.17834,0.21077,0.24225,0.12297,0.34413,0.05,0.015,0.17834,0.24759,0.24759,0.19038,0.22383,0.05,0.015,7.9297e-05,0.0027504,5,0.17816,0.24734,0.24734,0.2419,0.44211,0.057855,0.015,0.17816,0.24734,0.24734,0.20694,0.27011,0.05,0.015,9.4115e-05,0.0044809,5,0.17823,0.24745,0.24745,0.24421,0.46743,0.061012,0.015,0.17823,0.24745,0.24745,0.24472,0.47486,0.074044,0.015,0,0.00022489,5,0.17827,0.24746,0.24746,0.24383,0.47908,0.084728,0.015,0.17827,0.24746,0.24746,0.24474,0.4873,0.12819,0.015,0,0.00050624,5,0.17826,0.24746,0.24746,0.2446,0.48867,0.22437,0.015065,0.17826,0.24746,0.24746,0.2446,0.4884,0.18736,0.015,0.014337,0.045731,5,0.17823,0.24745,0.24745,0.24472,0.48574,0.1305,0.015002,0.17823,0.24745,0.24745,0.24472,0.46873,0.085193,0.015,0,3.6642e-05,5,0.1782,0.24736,0.24736,0.24164,0.47109,0.066565,0.015,0.1782,0.24736,0.24736,0.24471,0.46477,0.05596,0.015,0,0.00025762,5,0.17823,0.24745,0.24745,0.24421,0.48221,0.076383,0.015,0.17823,0.24745,0.24745,0.24463,0.44482,0.05,0.015,0,0.00060508,5,0.17822,0.24742,0.24742,0.24241,0.46738,0.055987,0.015,0.17822,0.24742,0.24742,0.24475,0.48871,0.090591,0.015,0.00017935,0,5,0.17829,0.24752,0.24752,0.2448,0.48894,0.1091,0.015,0.17829,0.24752,0.24752,0.2448,0.48896,0.20181,0.015036,7.7562e-05,0.011463,5,0.17825,0.24747,0.24747,0.24134,0.46196,0.060932,0.015,0.17825,0.24747,0.24747,0.2446,0.47735,0.092322,0.015,0,0.0011335,5,0.17833,0.24758,0.24758,0.24035,0.29885,0.050327,0.015,0.17833,0.24758,0.24758,0.24374,0.28472,0.050263,0.015,0.029738,0.13863
6,0.17834,0.20367,0.23993,0.18218,0.40366,0.05,0.015,0.17834,0.24759,0.24759,0.21918,0.28335,0.05,0.015,7.2512e-05,0.0026831,6,0.17816,0.24734,0.24734,0.24181,0.47388,0.081221,0.015,0.17816,0.24734,0.24734,0.2447,0.32954,0.050026,0.015,0.00031168,0.0027876,6,0.17823,0.24745,0.24745,0.24449,0.48612,0.098602,0.015,0.17823,0.24745,0.24745,0.24472,0.48181,0.093151,0.015,0,0.00040654,6,0.17827,0.24746,0.24746,0.24474,0.48785,0.12819,0.015,0.17827,0.24746,0.24746,0.24474,0.48638,0.1342,0.015,0,0.00069649,6,0.17826,0.24746,0.24746,0.2446,0.48867,0.242,0.015212,0.17826,0.24746,0.24746,0.2446,0.48752,0.18617,0.015,0.014263,0.046921,6,0.17823,0.24745,0.24745,0.24472,0.48829,0.16625,0.015014,0.17823,0.24745,0.24745,0.24472,0.478,0.11024,0.015002,0,8.2002e-05,6,0.1782,0.24736,0.24736,0.24467,0.48794,0.11597,0.015,0.1782,0.24736,0.24736,0.24471,0.48126,0.069688,0.015,0,0.00016721,6,0.17823,0.24745,0.24745,0.24463,0.48858,0.12828,0.015,0.17823,0.24745,0.24745,0.24463,0.48783,0.059576,0.015,1.0767e-06,0.0011047,6,0.17822,0.24742,0.24742,0.24475,0.48893,0.11545,0.015,0.17822,0.24742,0.24742,0.24475,0.48853,0.11544,0.015,3.9149e-05,0,6,0.17829,0.24752,0.24752,0.2448,0.48906,0.17111,0.015,0.17829,0.24752,0.24752,0.2448,0.48876,0.22005,0.015117,0.00011126,0.013175,6,0.17825,0.24747,0.24747,0.24442,0.48518,0.093856,0.015,0.17825,0.24747,0.24747,0.2446,0.47968,0.10827,0.015,0,0.0012633,6,0.17833,0.24758,0.24758,0.24419,0.33694,0.051481,0.015,0.17833,0.24758,0.24758,0.24361,0.2508,0.050382,0.015,0.084977,0.21174
7,0.17834,0.24753,0.24755,0.24063,0.46315,0.058005,0.015,0.17834,0.24759,0.24759,0.2447,0.34061,0.050538,0.015,0.0001083,0.0022114,7,0.17816,0.24734,0.24734,0.24469,0.48595,0.12811,0.015,0.17816,0.24734,0.24734,0.24423,0.35494,0.056584,0.015,0.0057562,0.0053235,7,0.17823,0.24745,0.24745,0.24472,0.48881,0.17111,0.015,0.17823,0.24745,0.24745,0.24442,0.47799,0.10429,0.015,6.1348e-06,0.00047958,7,0.17827,0.24746,0.24746,0.24474,0.48859,0.16494,0.015001,0.17827,0.24746,0.24746,0.24458,0.48323,0.1342,0.015,5.6825e-09,0.00097142,7,0.17826,0.24746,0.24746,0.2446,0.48867,0.22955,0.015098,0.17826,0.24746,0.24746,0.24456,0.48489,0.15569,0.015,0.0066477,0.039645,7,0.17823,0.24745,0.24745,0.24472,0.48882,0.20313,0.015107,0.17823,0.24745,0.24745,0.24469,0.47604,0.11044,0.015002,0,0.0013679,7,0.1782,0.24736,0.24736,0.24471,0.48878,0.18976,0.015001,0.1782,0.24736,0.24736,0.24461,0.48017,0.075318,0.015,1.2239e-07,0.00011943,7,0.17823,0.24745,0.24745,0.24463,0.48867,0.17823,0.015,0.17823,0.24745,0.24745,0.24463,0.48676,0.1032,0.015,4.8166e-06,0.0017346,7,0.17822,0.24742,0.24742,0.24475,0.48898,0.19027,0.015,0.17822,0.24742,0.24742,0.24474,0.48742,0.12176,0.015,0,0,7,0.17829,0.24752,0.24752,0.2448,0.48906,0.27008,0.015167,0.17829,0.24752,0.24752,0.2448,0.48814,0.22005,0.015117,0.0048036,0.013201,7,0.17825,0.24747,0.24747,0.2446,0.48849,0.14128,0.015,0.17825,0.24747,0.24747,0.24246,0.46777,0.10716,0.015,2.491e-05,0.0020818,7,0.17833,0.24758,0.24758,0.24391,0.33178,0.052297,0.015,0.17833,0.24758,0.24758,0.22424,0.22191,0.050325,0.015,0.25623,0.24026
8,0.17834,0.24759,0.24759,0.24485,0.48658,0.14128,0.015,0.17834,0.24312,0.24342,0.22371,0.30215,0.11132,0.015,0.0022551,0.010458,8,0.17816,0.24734,0.24734,0.24409,0.48376,0.18306,0.015128,0.17816,0.22928,0.23187,0.21434,0.30673,0.13476,0.015,0.021851,0.063327,8,0.17823,0.24745,0.24745,0.2447,0.48855,0.25166,0.016477,0.17823,0.24416,0.2457,0.22284,0.43745,0.13904,0.015001,0.0011293,0.00056067,8,0.17827,0.24746,0.24746,0.24473,0.48862,0.17705,0.015005,0.17827,0.2474,0.24743,0.23741,0.46258,0.086087,0.015,3.4264e-06,0.0015159,8,0.17826,0.24746,0.24746,0.24459,0.48855,0.166,0.015002,0.17826,0.24742,0.24742,0.23677,0.45762,0.058587,0.015,0.0019301,0.010397,8,0.17823,0.24745,0.24745,0.2447,0.48851,0.20196,0.015398,0.17823,0.24641,0.2468,0.23223,0.44888,0.073012,0.015,0,4.8842e-05,8,0.1782,0.24736,0.24736,0.24471,0.48868,0.22492,0.015137,0.1782,0.24658,0.2469,0.2366,0.44999,0.058648,0.015,0.0023676,0.00040137,8,0.17823,0.24745,0.24745,0.24463,0.48864,0.20414,0.015003,0.17823,0.24745,0.24745,0.24383,0.47729,0.1066,0.015,1.157e-05,0.0022475,8,0.17822,0.24742,0.24742,0.24475,0.48898,0.26438,0.015245,0.17822,0.2474,0.24742,0.24284,0.4804,0.12269,0.015,6.2599e-06,0,8,0.17829,0.24752,0.24752,0.2448,0.48906,0.32216,0.024777,0.17829,0.24751,0.24752,0.24411,0.4845,0.21565,0.016206,0.11106,0.013279,8,0.17825,0.24747,0.24747,0.2445,0.48793,0.21153,0.015501,0.17825,0.23416,0.23683,0.21386,0.4281,0.15323,0.015664,6.7255e-06,0.0027788,8,0.17833,0.24758,0.24758,0.23143,0.3062,0.051093,0.015,0.17833,0.24622,0.24594,0.17523,0.19975,0.05074,0.015,0.41316,0.41092
9,0.17834,0.24759,0.24759,0.24058,0.47416,0.087716,0.015,0.17834,0.18814,0.19051,0.16415,0.24262,0.11207,0.015,0.00025341,0.0080881,9,0.17811,0.24313,0.24542,0.22569,0.45212,0.070796,0.015001,0.17816,0.17283,0.17543,0.15478,0.24725,0.087351,0.015,8.5771e-05,0.027588,9,0.17821,0.24659,0.24701,0.23987,0.47544,0.092082,0.015,0.13831,0.19004,0.1924,0.16333,0.37797,0.050001,0.015,0,0.00030081,9,0.1782,0.24476,0.24673,0.23706,0.4721,0.090142,0.015,0.10999,0.19293,0.19617,0.17804,0.4031,0.05,0.015,0,0.00016399,9,0.17826,0.24742,0.24746,0.2438,0.48503,0.12668,0.015002,0.13946,0.19177,0.19661,0.17737,0.39815,0.05,0.015,0.00047482,0.0049393,9,0.17823,0.24743,0.24745,0.24421,0.48674,0.21628,0.018294,0.17577,0.22747,0.23696,0.19703,0.4039,0.060237,0.015,0,1.396e-05,9,0.1782,0.247,0.24731,0.24308,0.48463,0.19322,0.017552,0.1521,0.21033,0.22058,0.19011,0.39784,0.054237,0.015,0.00012631,0.00031143,9,0.17823,0.24733,0.24744,0.24381,0.48563,0.16648,0.015377,0.17727,0.23433,0.23435,0.21072,0.43309,0.057371,0.015,0.0011426,0.0019636,9,0.17822,0.2474,0.24741,0.2445,0.48787,0.20468,0.016129,0.16801,0.22444,0.2313,0.20468,0.43299,0.055829,0.015,0.00010358,0,9,0.17829,0.24752,0.24752,0.2448,0.48902,0.25043,0.017281,0.17664,0.23833,0.24189,0.22119,0.45008,0.068742,0.015,0.023744,0.0095381,9,0.17823,0.24335,0.24637,0.23216,0.46516,0.081782,0.015002,0.15697,0.18149,0.18618,0.15509,0.36884,0.053226,0.015,4.5593e-06,0.00072005,9,0.17833,0.24758,0.24758,0.2038,0.27852,0.051595,0.015,0.17833,0.22974,0.23361,0.11667,0.14507,0.050029,0.015,0.21664,0.18209
