4310.2,4029.6,5620.4,6368.6,6377.8,6453.9,6144.6,5951.6,6236.2,6769.1,5707.1,3816.1
4274.1,3986.5,5555.6,6337.7,6317.3,6467.6,6114.6,5959.2,6317.7,6760.6,5703.4,3861.8
4283.1,4025,5630.2,6397.9,6333.9,6475.2,6096.1,5919.7,6215.9,6807.3,5738.7,3862.6
4270.1,4025.6,5633.1,6384.4,6381.4,6428.3,6132.5,5901.7,6268.7,6805.3,5729.7,3869.9
4215.3,4000.3,5632.1,6358.6,6328.2,6449.8,6147.7,5936.9,6268,6781.3,5734.2,3837.6
4277.2,4009.5,5652.6,6317.6,6330.2,6502.2,6150.7,5877.9,6302.4,6844.5,5731.7,3790.4
4270,4008.3,5557.3,6356.4,6405.6,6395.9,6132.4,5906.1,6270.4,6780.2,5728.4,3832.5
4277.3,4047.7,5610.3,6348,6355.5,6429.8,6138.8,5945.1,6242.7,6753.6,5716.4,3846.3
4234.8,4024.8,5598.3,6372.3,6376,6427.5,6082.1,5900.7,6236.7,6750.7,5708.7,3810.9
4261.7,4009.4,5628.3,6347.2,6370.9,6432.7,6121.4,5923,6273.6,6794.7,5737.5,3826.1
4288.4,3993.7,5598.1,6326.9,6357,6419.3,6076.1,5936.3,6337.4,6792.6,5690.1,3824.9
4267.4,3993.6,5639.9,6391.8,6338.7,6406.5,6093.9,5866,6299.7,6787.1,5721.6,3804.9
4264.1,3976.4,5688.2,6369.4,6332.8,6436,6123.6,5897.4,6233.4,6776.1,5705.9,3808.4
4246.9,4021.7,5649.2,6340.4,6369.5,6468.7,6123,5915.1,6281.3,6789.3,5736.7,3839.3
4276.8,4029.7,5607.8,6347.2,6370.3,6559.4,6109.4,5924.9,6254.6,6773.1,5758.4,3784.7
4286.8,4023.7,5626.7,6349.5,6357.1,6419.9,6147.6,5939.7,6257.6,6810.4,5725.6,3793
4278.9,4007.7,5595.6,6307.4,6344.3,6465.7,6117.1,5922.7,6310.6,6817.6,5722.2,3806.3
4270.3,4032,5644.3,6342.7,6357.3,6447.3,6075.8,5907.9,6254.4,6793.5,5706.6,3810.9
4265.5,4025.6,5613.1,6358.3,6358.3,6486.2,6098.9,5932.1,6254.9,6730,5752.6,3828.2
4242.6,4013.3,5667.1,6374.8,6354.1,6474.5,6095.9,5887.4,6254.9,6800.7,5728.1,3795.3
4280.7,4002.5,5652.9,6385.4,6290.5,6384.8,6142.2,5887.8,6273,6799.3,5674.6,3789.5
4282.7,4024.6,5641.2,6340.6,6334.3,6412.7,6082.1,5919,6245.7,6821.8,5674.1,3795.7
4261.8,4008.1,5577,6395.1,6369.7,6459,6105.3,5917.2,6336.4,6735.5,5703.9,3849.6
4289.2,4002.7,5645.9,6370.4,6326.8,6450,6069.6,5844.8,6272.7,6710.5,5751.1,3821.6
4248.5,4030.3,5609.6,6369.1,6396.8,6380.6,6052.8,5950.6,6268.4,6785.2,5736.6,3814.7
