60,60,60
53.903,53.607,54.389
47.014,46.495,47.89
42.127,41.544,43.138
38.66,38.097,39.662
36.202,35.698,37.12
34.457,34.027,35.26
33.22,32.864,33.901
32.342,32.055,32.907
31.72,31.491,32.179
31.278,31.099,31.648
