1.366245,1.376157597
1.241358,1.246614794
1.178445,1.194046701
1.15497,1.156498062
1.168116,1.162130358
1.275162,1.245676078
1.466718,1.339547674
1.626348,1.375218881
1.847952,1.461580749
2.108055,1.57516538
2.27238,1.636181918
2.294916,1.645569077
2.270502,1.648385225
2.160639,1.576104096
2.17848,1.528229582
2.174724,1.488803512
2.182236,1.494435808
2.174724,1.532923162
2.215101,1.705646899
2.240454,1.829557405
2.105238,1.826741257
1.925889,1.769479584
1.731516,1.569533084
1.543716,1.363954289
