0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,95% Conf. Int.,,0.00,0.00,Difference:,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
14.14,14.44,16.24,17.22,17.90,19.80,18.92,21.24,11.37,18.58,21.87,22.94,25.63,27.90,26.16,35.95,32.27,45.69,42.80,43.16,47.81,38.32,57.43,58.60,63.32,68.06,73.53,79.12,14.91,15.89,16.47,17.45,18.43,17.92,18.76,20.45,22.37,21.86,22.34,23.81,25.38,28.42,32.33,28.31,40.03,44.55,48.53,48.79,57.57,49.62,54.48,65.84,64.69,69.29,74.81,80.61,13.79,14.82,14.73,16.38,17.57,15.75,19.60,20.41,19.57,20.39,21.62,23.17,24.56,26.38,29.55,33.63,37.18,40.96,45.34,49.07,41.76,53.06,52.10,55.56,60.15,65.47,70.53,75.20,12.74,13.04,12.73,14.97,15.26,16.57,17.96,17.65,18.83,19.66,21.12,22.34,23.88,25.53,25.08,28.23,30.00,36.98,39.31,39.97,46.26,47.15,48.24,52.25,54.75,57.82,61.98,59.62,14.20,12.04,16.19,16.44,16.78,18.30,19.03,20.01,20.53,21.22,22.34,24.15,25.78,30.59,27.37,28.57,40.62,45.09,48.09,45.93,45.91,50.15,60.83,59.66,59.41,63.26,70.92,78.10,,34.89,18.80,0.539,,,-1.96,71.73,,73.70
377.55,384.49,388.10,389.81,380.76,386.40,380.89,376.57,64.97,200.72,400.05,288.57,424.83,425.21,384.72,401.65,175.41,445.04,405.12,442.20,414.11,277.32,451.39,464.72,471.00,473.12,475.16,471.48,389.47,383.62,395.04,398.61,400.09,409.47,413.90,409.22,424.41,420.58,421.88,423.17,423.34,429.89,426.35,259.52,441.55,446.60,453.76,457.58,430.88,454.40,421.65,461.07,457.07,484.06,475.56,455.35,375.23,380.80,385.92,386.86,391.65,392.73,396.29,243.37,418.80,424.88,418.94,416.95,424.62,420.52,431.48,431.56,441.36,434.50,437.08,445.58,448.07,441.68,443.06,448.30,438.76,450.59,440.49,465.73,328.73,318.51,305.38,342.67,293.32,363.48,367.70,367.34,376.16,376.10,302.27,345.37,382.64,385.82,304.17,366.56,413.11,412.52,412.81,427.78,426.96,418.76,431.01,425.15,440.71,433.91,447.86,454.59,376.26,253.58,376.90,389.12,392.26,399.99,414.75,407.77,421.77,421.98,413.31,425.67,420.22,352.43,344.20,403.29,445.02,451.11,449.80,428.67,235.30,335.55,445.19,444.04,439.38,293.62,452.78,471.93,,399.59,62.85,0.157,,,276.41,522.77,,246.35
646.95,656.69,660.75,659.88,647.69,650.05,650.40,654.77,105.24,414.80,666.28,656.27,688.73,691.32,551.85,653.65,410.78,711.65,703.39,706.49,695.20,531.72,711.85,727.77,733.49,734.52,735.69,734.49,658.44,648.66,663.69,667.37,668.02,681.14,687.73,677.23,699.40,689.61,689.00,696.18,693.06,696.67,690.39,452.79,708.18,713.27,719.92,724.33,738.47,714.24,706.60,721.96,729.08,748.13,733.16,708.38,643.52,649.58,656.88,659.82,662.62,662.27,666.43,538.13,695.29,697.88,692.16,696.49,697.08,688.97,702.34,713.32,717.80,701.55,704.46,713.06,715.30,727.57,726.42,730.12,735.83,740.23,745.40,749.31,612.23,518.18,580.79,614.78,618.40,627.76,652.91,654.30,647.18,642.50,641.40,529.02,644.71,647.82,607.18,652.41,684.18,690.34,692.00,700.99,694.39,696.39,694.08,712.01,710.23,705.92,708.48,715.66,648.37,555.80,654.57,671.16,675.25,677.41,684.66,676.64,694.34,690.90,679.00,693.76,685.77,550.46,686.39,700.37,711.89,718.13,715.24,696.67,687.96,669.31,703.07,698.66,692.71,633.48,701.40,730.43,,670.20,75.39,0.112,,,522.44,817.95,,295.51
