0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.98,0.98,0.98,1.47,1.96,2.75,3.31,3.97,4.95,5.24,6.21,6.90,8.19,8.72,9.97,10.16,11.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.98,0.98,0.98,1.96,2.33,2.99,4.01,4.11,5.87,6.61,6.47,6.94,7.92,8.90,9.87,9.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.98,0.98,0.98,1.78,2.19,2.84,3.91,3.41,5.69,6.06,6.38,7.03,8.85,8.72,9.69,10.49,11.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.98,0.98,0.98,1.78,2.19,3.03,4.01,4.98,4.67,5.40,6.11,7.36,8.58,9.18,10.16,11.14,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.98,0.98,0.98,1.22,1.96,2.93,3.57,4.11,4.90,5.43,5.95,6.50,8.00,8.74,9.60,10.67,11.65,,2.98,3.66,1.229
155.54,157.96,178.53,188.27,189.70,194.61,188.03,135.78,110.26,144.70,170.63,209.67,224.49,209.32,188.41,212.82,196.97,214.28,216.90,210.47,231.20,245.51,223.69,229.26,243.48,260.36,259.14,260.38,250.69,154.07,161.84,159.74,154.80,173.41,183.15,177.95,152.94,153.50,184.59,209.50,186.90,191.59,209.54,218.56,219.66,209.35,219.87,219.31,212.89,224.62,229.99,232.00,232.09,188.14,214.85,239.66,240.07,218.96,214.32,173.16,166.34,166.12,163.85,160.75,179.64,189.73,200.25,194.57,177.54,145.01,175.23,201.88,219.33,221.48,218.21,199.03,215.35,223.36,220.79,220.60,217.08,246.08,250.98,234.64,206.80,267.04,237.71,244.71,241.24,219.38,198.99,185.67,192.81,199.04,206.29,205.16,216.00,237.77,224.04,204.06,164.28,217.55,213.59,219.91,247.86,223.84,241.99,214.31,222.33,242.66,224.38,209.42,243.12,245.12,258.42,261.93,262.33,276.30,273.10,272.16,173.49,175.61,195.64,190.55,158.44,178.72,131.22,169.29,189.23,209.74,222.23,238.97,234.92,234.19,227.07,218.18,165.05,180.54,239.80,226.47,229.42,210.25,230.37,218.53,248.30,255.87,252.54,235.70,215.64,236.98,,209.23,32.48,0.155
489.16,482.48,512.09,519.47,520.54,524.06,523.42,320.14,421.65,251.59,508.38,525.43,532.09,526.80,525.08,517.73,526.00,516.81,517.35,486.40,533.55,525.64,529.95,509.90,537.60,535.56,539.41,544.54,538.42,468.44,493.42,497.01,484.78,501.90,514.21,507.42,481.21,459.95,507.77,518.44,508.67,512.66,514.26,518.71,499.66,508.69,518.11,524.97,526.31,531.08,530.15,530.35,543.13,467.71,535.21,539.61,534.83,462.04,523.01,353.06,505.18,506.13,493.30,467.12,510.47,511.93,522.75,525.87,474.89,501.75,456.95,494.96,493.89,465.85,525.95,522.79,377.94,513.73,526.59,519.61,522.78,530.66,546.60,480.36,502.69,536.44,549.05,551.13,535.79,499.07,525.69,527.03,533.13,536.58,545.61,530.40,547.54,552.03,541.80,512.98,480.59,543.82,540.50,541.64,562.19,529.47,531.40,468.21,491.87,537.57,470.43,516.55,521.07,526.99,546.68,553.24,558.05,559.55,559.73,552.99,523.48,519.01,527.60,530.80,491.47,495.70,479.26,476.37,529.43,539.54,542.98,544.54,546.53,531.82,550.11,534.09,326.41,480.09,505.11,535.94,549.10,485.10,528.69,553.64,554.84,551.86,538.14,542.64,509.60,495.05,,511.96,43.51,0.085
703.29,680.60,752.68,753.88,755.28,756.74,725.96,658.79,733.13,328.39,741.37,745.68,754.12,751.35,745.02,743.72,739.24,745.20,728.71,717.36,744.20,740.67,737.51,742.68,745.36,740.37,745.55,752.17,741.32,613.12,743.82,739.81,716.18,748.08,749.28,751.88,601.36,718.88,742.55,740.04,726.77,730.86,732.20,736.33,681.66,730.40,731.42,738.62,739.58,742.92,741.61,747.79,755.77,735.55,742.96,747.73,741.05,664.19,724.71,554.66,739.28,737.69,733.17,738.37,732.92,753.43,750.16,751.72,741.06,701.42,689.41,730.31,707.81,700.86,742.22,736.85,689.58,755.17,679.36,728.32,731.94,740.77,762.32,709.53,722.08,752.93,757.85,759.09,758.14,749.33,754.64,755.28,763.45,747.33,775.37,773.04,776.49,779.35,762.87,752.40,735.07,761.17,760.46,763.68,782.45,775.69,749.81,715.84,712.48,720.37,683.72,671.32,743.34,755.61,750.53,757.23,762.54,763.18,763.33,754.72,755.46,747.10,761.16,758.71,748.50,724.76,737.00,719.50,750.48,761.53,769.12,769.41,769.97,761.73,766.40,752.57,546.21,723.92,742.40,744.67,758.29,740.06,745.78,747.01,762.63,758.48,750.75,745.21,743.56,742.36,,733.82,47.96,0.065
