0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,95% Conf. Int.,,0.00,0.00,Difference:,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,,0.00
14.28,13.39,10.97,12.32,10.92,11.34,10.54,10.36,7.84,9.32,9.39,9.21,8.90,9.42,8.67,8.41,8.41,8.41,8.41,8.67,8.90,9.04,9.39,9.39,9.88,10.18,10.08,11.16,11.40,12.14,12.96,16.50,15.96,13.65,12.38,14.28,13.80,12.76,12.27,12.32,11.84,11.44,11.34,11.16,10.86,10.86,10.36,10.36,10.36,10.72,10.86,10.86,11.00,11.34,11.58,11.98,12.04,12.82,13.30,13.93,14.10,14.98,13.30,15.91,15.26,14.14,13.96,13.30,12.82,12.32,11.84,11.34,11.16,10.86,10.36,10.36,10.36,10.18,10.43,10.02,8.48,10.36,10.36,10.36,10.86,11.00,10.80,11.84,11.27,12.82,13.02,13.80,13.93,15.51,14.09,14.19,13.96,13.30,12.82,12.32,11.84,11.34,11.16,10.86,10.36,10.36,10.36,10.02,10.02,10.02,10.02,10.02,10.36,10.36,10.36,10.86,11.34,11.34,11.98,12.32,12.18,13.16,11.34,14.91,14.10,13.56,11.95,12.32,11.60,11.16,10.77,10.36,9.88,9.64,9.39,9.04,9.04,8.67,8.67,8.41,8.05,8.41,8.67,8.05,6.45,9.04,9.39,9.39,9.69,9.57,10.62,9.81,11.75,12.32,12.96,,11.22,1.90,0.169,,,7.49,14.94,,7.44
322.79,326.80,259.65,335.18,342.40,341.03,334.56,325.41,274.41,304.01,198.03,329.31,339.17,349.48,337.04,337.39,345.68,344.48,324.44,323.77,337.26,350.00,353.45,334.98,336.98,352.00,202.25,267.19,352.67,348.09,351.32,404.60,385.70,316.77,254.61,323.77,394.15,404.63,407.02,404.93,411.15,401.53,405.95,401.94,394.53,408.76,412.33,412.28,414.70,412.61,418.29,421.96,418.54,416.39,409.42,411.18,420.29,412.19,420.99,425.61,430.46,431.16,221.20,387.84,390.00,395.19,388.38,395.88,394.38,396.32,400.21,383.16,391.17,401.75,387.30,384.02,393.36,382.49,394.08,199.85,299.64,405.31,394.76,330.50,402.38,390.15,391.28,400.44,402.93,402.95,427.38,407.54,404.59,366.96,375.30,391.58,400.22,388.25,387.06,390.35,397.95,385.16,386.19,378.71,382.14,392.63,396.44,396.04,276.40,388.50,387.72,391.13,396.05,398.59,390.07,398.84,397.69,398.76,404.21,346.28,405.85,415.97,339.43,405.02,341.63,334.58,335.65,336.84,343.59,355.23,351.95,344.56,337.77,352.96,356.64,353.74,341.82,269.96,346.59,357.18,335.75,341.11,342.72,340.02,87.35,312.28,320.98,332.02,340.82,322.29,318.92,363.13,367.69,361.09,338.23,,363.72,51.16,0.141,,,263.45,463.99,,200.55
584.59,569.10,566.66,583.99,611.00,591.50,584.23,595.88,505.31,502.88,533.85,582.39,603.79,621.38,592.85,593.63,606.64,624.04,606.76,564.08,607.11,614.64,618.70,618.46,621.80,614.09,347.83,620.83,630.19,613.76,617.20,670.72,493.80,624.57,580.78,505.18,647.04,662.01,666.04,671.09,674.87,678.66,676.44,671.20,676.57,670.85,676.97,677.42,693.51,680.69,687.42,691.13,691.72,694.95,696.38,690.83,686.94,677.31,687.98,692.35,706.43,699.89,513.62,640.60,643.92,652.73,658.74,655.34,654.06,658.21,671.23,661.45,653.27,667.24,671.02,663.95,664.29,666.88,659.80,552.10,581.02,675.64,675.05,621.94,670.13,672.22,661.57,668.43,677.99,688.11,700.92,691.75,670.17,613.68,620.08,648.72,659.56,658.71,667.69,670.36,659.35,642.34,646.48,636.50,641.92,656.60,661.77,660.99,539.83,650.71,652.84,676.82,661.98,663.77,652.90,665.64,678.15,680.39,673.61,540.64,673.22,690.37,583.04,669.53,586.67,579.47,580.68,583.83,608.58,622.71,611.45,597.54,604.18,615.73,624.91,614.10,610.02,532.09,606.83,621.43,616.19,624.75,623.83,604.44,200.06,594.07,583.62,607.32,613.13,612.10,613.49,625.70,631.07,620.82,622.41,,629.07,61.58,0.098,,,508.37,749.77,,241.40
