762.31,451.32,307.46,351.85,729.79,234.76,468.43,165.09,319.80,655.84,645.02,565.57,364.98,789.56,415.43,257.17,482.30,620.63,584.57,697.92,332.38,226.75,500.77,132.59,418.46,319.75,664.36,798.29,758.59,464.54,242.68,747.11,643.64,682.05,654.04,745.54,405.48,367.01,186.46,264.13,749.78,722.69,272.05,339.85,256.73,666.68,402.99,191.47,240.12,188.44,428.04,664.62,651.80,599.15,532.85,614.82,599.89,333.62,657.98,339.83,272.02,328.07,761.74,637.21,613.22,189.58,356.54,567.66,610.38,748.90,331.60,620.96,459.66,580.82,636.48,709.98,700.07,687.00,743.58,388.25,307.14,458.37,522.07,550.29,472.69,306.62,531.20,290.27,700.48,283.48,478.16,590.52,264.23,356.63,495.60,366.17,389.99,680.77,388.34,650.85,336.65,679.79,266.49,266.96,168.91,464.04,766.22,767.35,386.75,286.75,375.14,280.93,268.14,571.97,516.29,213.35,267.32,380.64,242.45,456.99,524.24,724.97,302.92,535.28,775.98,255.84,207.67,440.35,729.54,736.03,569.99,408.82,408.02,477.80,157.70,328.83,528.75,555.28,466.78,284.48,406.81,389.58,398.08,620.73,633.30,603.88,213.15,783.67,770.48,781.78,294.52,200.17,220.36,263.68,170.91,,471.22,187.21,0.397
744.96,511.34,234.10,561.68,775.64,358.88,431.94,249.59,389.43,538.32,733.50,409.37,573.40,839.72,637.35,424.15,426.88,477.62,642.14,520.22,344.52,212.38,586.52,157.04,448.46,510.72,796.38,831.94,748.73,439.21,281.34,826.80,766.43,706.72,654.55,771.17,280.84,323.60,174.22,276.22,820.77,822.33,356.44,303.74,211.65,663.57,561.04,342.56,282.80,189.45,326.49,512.91,577.84,750.27,598.25,568.07,778.84,548.16,793.74,447.99,342.31,298.01,568.40,578.55,645.46,215.46,486.59,544.36,658.49,811.52,412.15,778.46,607.39,747.52,704.72,832.56,783.46,657.43,802.96,308.21,437.46,649.67,568.04,680.76,637.34,326.42,616.19,292.49,757.21,366.57,732.91,684.34,308.35,537.52,742.61,309.52,554.29,763.06,383.52,827.27,358.68,760.00,294.77,278.53,204.49,509.95,775.88,806.62,504.07,306.16,535.97,382.51,388.11,725.94,639.03,278.01,313.55,413.23,291.67,417.85,530.83,657.03,319.65,597.08,829.76,226.37,211.56,543.34,789.32,828.46,624.18,793.59,431.99,576.46,170.32,344.44,437.16,586.90,374.76,346.11,632.61,607.92,652.47,469.73,786.15,486.47,221.90,825.04,837.95,813.31,262.68,221.09,293.23,294.42,202.65,,522.88,201.37,0.385
781.93,421.17,260.73,654.14,766.82,443.58,442.73,531.41,543.24,385.64,781.66,559.06,676.24,795.32,816.84,467.51,316.87,397.03,653.35,618.48,355.65,169.45,369.60,170.17,508.91,286.62,706.13,803.01,594.21,614.85,375.29,789.00,765.08,737.11,499.48,767.20,205.72,453.91,214.90,247.49,809.07,768.90,547.87,275.87,223.75,489.36,560.53,203.88,367.71,226.58,285.82,631.38,590.20,783.00,615.38,800.04,729.04,588.22,600.11,550.60,359.13,311.86,606.95,551.79,573.63,249.47,415.66,476.36,654.37,774.09,420.13,722.62,497.02,686.03,758.73,762.23,724.02,674.18,652.64,491.10,402.37,641.97,555.11,650.22,620.62,387.05,589.68,358.29,738.96,498.81,766.95,806.81,330.70,639.54,606.89,621.78,669.60,765.21,385.46,770.14,383.08,777.86,204.83,275.20,222.21,545.29,794.98,726.13,419.30,246.03,436.74,410.47,496.01,628.27,670.88,214.29,365.34,421.99,469.47,573.91,690.39,665.10,344.85,617.45,786.22,243.71,269.04,582.29,807.67,816.63,343.13,680.64,311.91,607.45,183.85,272.81,344.97,693.58,323.73,384.00,493.27,496.74,592.40,686.23,818.70,478.67,229.96,770.00,779.34,801.62,215.18,239.98,307.96,288.92,198.02,,525.24,194.17,0.370
678.45,401.24,280.11,723.06,719.24,441.97,442.15,433.19,497.73,314.12,610.65,586.44,553.98,694.61,677.89,521.14,460.51,423.26,692.72,467.39,340.45,165.50,283.91,157.84,426.39,269.53,620.42,649.45,566.15,417.69,199.47,695.91,733.44,707.33,583.08,683.76,209.08,447.37,236.39,420.68,621.83,695.22,609.84,440.75,245.71,425.11,563.24,201.69,494.52,303.97,251.72,609.35,558.76,697.72,364.62,461.60,667.87,329.58,641.48,542.38,364.82,260.19,491.34,683.58,420.03,254.35,474.76,353.85,616.39,595.60,293.76,696.01,317.59,715.03,675.64,736.18,607.96,636.20,696.90,430.20,460.16,546.91,617.56,532.01,551.69,399.25,510.73,376.17,707.93,425.28,647.58,732.50,303.62,704.17,582.09,599.28,494.42,727.80,386.62,410.89,348.29,731.94,212.67,266.75,271.57,513.38,732.51,685.23,346.46,229.28,279.12,377.95,348.04,620.34,662.65,202.39,394.09,597.25,372.32,503.48,678.51,629.02,282.43,550.83,683.54,274.88,253.66,588.59,732.31,707.00,341.90,553.51,289.98,518.43,272.55,261.00,436.09,556.02,295.05,357.51,470.73,406.54,546.35,635.70,681.57,407.61,226.46,734.59,733.96,719.12,200.13,349.98,332.08,360.27,201.83,,484.92,168.47,0.347
576.42,302.67,238.91,582.09,591.34,310.29,263.80,461.50,427.11,234.05,531.24,399.13,512.87,592.76,335.81,433.13,431.73,375.76,481.62,359.76,317.47,175.49,206.15,145.01,493.65,207.46,559.74,491.00,324.25,351.46,153.81,556.18,580.91,549.15,531.85,590.89,221.37,289.15,233.13,469.63,569.48,570.39,512.69,335.18,292.30,382.78,341.06,190.91,351.18,263.62,247.72,348.40,474.46,496.38,448.17,397.71,416.97,332.39,429.07,334.59,435.59,227.02,560.55,584.51,300.37,283.07,514.80,285.20,454.02,317.73,215.55,576.86,467.05,556.02,462.19,602.05,499.59,526.44,398.17,332.99,474.82,383.80,473.64,379.03,338.68,312.88,399.22,342.19,491.33,258.21,539.41,566.08,359.00,509.97,308.20,467.20,529.62,581.76,382.00,429.16,311.68,596.71,196.42,238.00,238.75,438.13,595.30,426.26,302.69,210.21,257.64,401.88,281.79,528.17,565.21,202.20,311.18,479.07,409.41,351.63,446.68,480.12,199.81,294.23,593.08,336.61,340.16,532.77,588.58,569.33,262.50,382.87,177.74,440.36,232.69,322.99,377.01,492.12,226.13,309.44,463.73,348.42,488.26,545.89,560.26,345.27,236.92,587.19,596.90,604.27,161.77,309.67,232.62,368.72,201.35,,398.39,128.01,0.321
385.90,302.26,164.26,434.84,432.90,265.26,184.63,400.29,418.48,187.04,396.96,238.15,358.35,432.93,187.30,370.58,380.14,371.66,437.05,426.08,293.01,256.18,316.08,120.44,415.73,193.95,408.96,344.86,174.79,346.70,121.71,424.27,339.70,423.97,426.11,430.22,285.91,167.98,179.14,320.78,428.86,431.66,399.29,241.90,248.01,354.24,277.70,193.36,219.57,234.23,305.67,314.02,386.81,317.79,334.10,281.38,366.83,314.82,273.30,268.09,263.64,282.53,382.91,426.85,189.50,255.66,431.41,248.06,302.96,220.00,155.22,431.87,389.33,357.27,289.00,435.33,257.58,439.67,416.96,303.48,393.31,387.12,375.81,239.95,261.16,227.79,367.87,360.89,419.32,346.08,405.80,377.47,269.12,423.20,348.83,313.72,419.65,419.94,352.47,381.89,286.61,422.87,201.40,233.17,177.05,362.61,436.68,223.40,209.43,203.02,253.11,337.91,284.47,384.83,437.79,221.05,259.01,274.72,327.09,243.93,365.77,381.86,266.12,183.34,428.46,188.48,306.35,417.58,429.95,432.43,262.17,170.93,178.02,288.70,173.86,316.02,276.86,407.09,149.45,275.11,392.16,222.28,394.78,422.42,422.45,207.72,181.92,436.67,423.03,437.68,145.51,256.41,161.39,305.11,185.61,,314.85,91.44,0.290
216.84,246.34,153.53,276.87,238.41,258.23,130.34,270.15,236.50,180.43,264.54,279.02,260.28,265.75,223.45,279.11,204.79,224.49,276.35,275.64,195.17,172.28,240.18,97.12,273.69,170.23,260.01,187.48,138.54,261.94,102.40,259.09,253.86,270.00,280.04,259.32,217.85,138.75,119.03,252.60,268.86,238.71,276.77,169.66,224.54,190.65,254.22,156.37,196.29,133.01,269.02,235.59,259.91,204.41,203.43,216.47,215.34,186.99,203.28,142.03,144.81,206.02,216.28,280.81,208.55,205.14,268.87,233.78,209.55,138.05,149.35,261.22,251.48,210.89,254.17,266.82,266.25,278.56,155.41,225.73,273.67,228.09,281.07,192.64,260.85,148.39,273.78,234.21,269.49,240.20,281.10,260.61,144.14,216.77,190.48,154.16,268.55,269.78,241.43,230.62,210.55,273.83,188.62,200.46,143.01,245.92,265.56,130.46,141.04,117.61,188.17,184.76,199.30,243.00,278.83,122.28,200.69,198.58,256.79,202.44,234.97,226.63,105.68,132.87,264.05,192.82,193.30,275.66,261.99,262.21,191.45,201.37,192.36,146.48,155.73,173.78,237.11,234.64,113.24,211.48,202.44,187.77,270.89,258.73,246.03,222.00,134.38,268.57,273.54,267.12,124.12,212.56,99.37,213.15,167.74,,215.46,50.35,0.234
115.97,135.24,107.05,147.62,130.22,146.10,76.91,141.33,127.52,130.01,140.19,119.27,145.44,143.91,151.11,144.93,126.08,134.36,150.26,142.24,125.84,88.57,148.41,53.08,93.63,97.49,144.96,119.81,61.18,111.66,70.94,151.36,143.01,144.47,143.43,137.90,146.71,82.12,63.06,79.63,145.68,119.44,151.47,121.66,146.52,106.66,137.04,120.48,92.78,82.75,141.12,128.48,144.68,155.97,132.21,127.45,119.49,125.78,125.69,76.86,90.17,141.74,152.41,82.01,81.71,104.53,107.54,134.47,106.10,122.77,92.44,148.84,136.99,105.97,146.92,139.41,146.76,144.06,88.64,97.51,137.46,143.23,150.74,95.13,150.72,111.87,139.52,147.85,132.91,131.76,150.48,132.09,56.82,64.81,138.91,84.07,145.52,150.05,140.16,141.95,131.39,131.08,116.42,131.62,93.94,118.46,141.00,142.68,74.07,63.96,99.72,89.07,118.12,125.21,145.43,61.60,131.71,118.36,139.29,125.34,94.91,135.95,81.42,97.21,146.21,139.71,93.80,148.07,136.21,138.06,92.71,130.98,148.01,92.56,106.51,135.98,146.11,114.68,66.77,140.76,102.50,118.12,135.18,119.02,138.93,124.65,60.46,130.59,140.77,148.02,81.50,115.77,49.80,137.60,76.91,,120.30,26.95,0.224
38.26,20.38,20.59,40.11,29.60,55.21,19.16,49.17,42.15,32.90,53.00,18.47,43.59,54.55,50.01,26.23,29.82,33.02,43.33,29.06,41.21,15.16,52.20,13.69,19.49,19.60,48.02,31.68,22.36,24.28,14.46,39.48,44.93,54.68,48.60,52.33,51.35,20.75,23.31,15.34,44.15,50.39,46.31,18.76,37.68,26.22,21.34,44.09,15.87,14.35,33.48,33.65,28.85,48.84,41.71,44.88,27.60,31.07,21.33,16.62,24.80,28.88,37.93,36.65,20.60,25.29,32.58,33.46,40.12,39.63,21.90,53.58,38.01,37.23,51.24,54.83,25.69,38.57,33.96,17.87,53.61,23.44,38.67,18.33,38.73,18.10,36.00,35.24,34.68,34.97,44.76,24.02,14.93,44.62,35.75,22.57,31.28,48.43,48.43,37.28,42.59,37.38,26.21,25.78,24.94,41.01,53.81,23.89,23.07,15.07,22.50,15.04,27.18,48.76,45.84,15.33,34.43,25.73,27.27,15.12,18.68,25.70,17.50,18.08,46.13,24.07,29.76,55.69,56.03,54.71,37.37,33.42,47.47,17.94,15.49,23.46,22.16,20.63,15.55,32.37,26.69,41.13,33.84,27.92,28.09,23.82,13.83,52.56,50.13,41.26,23.54,18.72,14.23,14.11,29.75,,32.57,12.40,0.381
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,
