6,6,6
23.46,16.073,8.7058
21.114,14.466,7.8352
19.002,13.019,7.0517
17.107,11.722,6.3524
151.59,95.61,10.259
9.9615,1.2314,0.10742
24.982,7.1058,3.5918
22.88,15.976,10.737
47.655,24.239,15.969
198.12,92.625,18.191
17.772,16.025,9.5119
160.9,145.69,87.058
