0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0.014974081,,0.110298376,,0.196059851,,0.131929405,,0.104700221,,0.059438387,,0.040439514,,0.022827856,,0.005421599,,0.000782252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.344372421,,0.481005306,,0.53677107,,0.568964138,,0.555895264,,0.370721054,,0.42779335,,0.367811429,,0.405305288,,0.423797519,,0.534286914,,0.472493449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.954276097,,1.119801554,,1.03267446,,0.910598258,,0.810251977,,0.639967304,,0.681315991,,0.623467472,,0.67174557,,0.758273819,,1.003508391,,1.035664482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.320143355,,1.460969715,,1.286266337,,1.103185459,,1.003782875,,0.845021194,,0.880272401,,0.859358739,,0.880280659,,0.978368844,,1.188709734,,1.384082035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.395073224,,1.466644724,,1.279759272,,1.125797599,,1.063409653,,0.883970316,,0.950245159,,0.975357923,,0.976823122,,1.10377082,,1.298209191,,1.407479681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.292492944,,1.384438369,,1.224632628,,1.100910625,,1.049208841,,0.96270023,,0.952841315,,0.983614885,,1.081630368,,1.100433317,,1.186411981,,1.251658549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.028231171,,1.074027242,,1.084125365,,1.03126064,,1.050291612,,0.978652582,,0.97407961,,1.021693191,,0.978050973,,0.915950155,,0.991049557,,1.011653481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.805085914,,0.91806586,,0.928123986,,0.948411104,,0.911197149,,0.848059104,,0.868745039,,0.883023025,,0.844644936,,0.77380734,,0.772777854,,0.754119125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.580599413,,0.700491489,,0.757459718,,0.766485811,,0.793908538,,0.696725345,,0.688441785,,0.733565374,,0.660784878,,0.579251645,,0.527950462,,0.52727762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.219346575,,0.443463631,,0.542776726,,0.565715926,,0.537872295,,0.528896013,,0.527630125,,0.523534809,,0.484121415,,0.3342263,,0.188483772,,0.143022048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0.085966882,,0.184654529,,0.198005564,,0.201830332,,0.123977036,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
